ID,Item_Outlet_Sales
505,2876.256
506,407.4696
507,2189.8162
508,1603.9122
509,2013.3792
510,95.8752
511,774.9912
512,2403.538
513,4380.2982
514,219.714
515,729.051
516,1393.5194
517,5262.4832
518,372.848
519,3273.7386
520,5344.3766
521,303.6048
522,314.2576
523,276.307
524,721.0614
525,3467.4864
526,5416.9488
527,283.6308
528,323.5788
529,5206.556
530,2503.408
531,1960.781
532,370.1848
533,95.8752
534,3299.7048
535,2684.5056
536,2085.2856
537,2210.456
538,2187.153
539,1049.9666
540,2719.793
541,56.593
542,231.6984
543,5734.5354
544,1398.18
545,1531.34
546,319.584
547,633.8416
548,1014.6792
549,2094.6068
550,2386.2272
551,780.9834
552,1693.7952
553,334.2316
554,1342.2528
555,4916.2672
556,1757.712
557,1637.868
558,1747.725
559,2876.256
560,1966.7732
561,958.752
562,81.2276
563,1238.388
564,319.584
565,4418.2488
566,2863.6058
567,1845.5976
568,1561.9668
569,3848.324
570,2097.27
571,639.168
572,559.272
573,2770.3938
574,295.6152
575,37.9506
576,1267.0174
577,353.5398
578,1118.544
579,4655.2736
580,1547.3192
581,1045.306
582,275.6412
583,2735.1064
584,347.5476
585,3817.0314
586,1905.5196
587,665.8
588,2324.9736
589,3205.1612
590,2101.9306
591,1821.6288
592,3643.2576
593,2942.836
594,587.2356
595,2886.243
596,2223.772
597,487.3656
598,5770.4886
599,1414.1592
600,5502.837
601,2181.8266
602,1565.9616
603,1054.6272
604,1667.829
605,2812.3392
606,489.363
607,2865.6032
608,1665.8316
609,2694.4926
610,1555.9746
611,3836.3396
612,543.2928
613,1950.794
614,177.7686
615,1035.319
616,949.4308
617,1283.6624
618,484.7024
619,934.7832
620,534.6374
621,878.856
622,1332.9316
623,3560.6984
624,647.8234
625,4993.5
626,1691.7978
627,1695.7926
628,4042.7376
629,4763.799
630,1640.5312
631,1288.9888
632,2334.9606
633,2207.127
634,437.4306
635,2370.248
636,5087.3778
637,103.199
638,4697.8848
639,2406.867
640,5736.5328
641,7192.6374
642,6611.394
643,3246.4408
644,1262.3568
645,1758.3778
646,4672.5844
647,3775.086
648,2478.7734
649,3067.3406
650,3281.7282
651,1086.5856
652,229.701
653,1528.011
654,1990.742
655,868.869
656,1230.3984
657,938.778
658,4194.54
659,1166.4816
660,5764.4964
661,113.8518
662,7443.644
663,3057.3536
664,3579.3408
665,1522.0188
666,450.0808
667,607.2096
668,1325.6078
669,1270.3464
670,1107.8912
671,3542.056
672,1534.0032
673,1308.297
674,1471.418
675,1239.7196
676,3896.2616
677,1496.0526
678,3460.8284
679,2870.9296
680,1259.6936
681,177.1028
682,798.96
683,3185.853
684,1488.063
685,5159.2842
686,5954.2494
687,4500.808
688,121.8414
689,4318.3788
690,3456.1678
691,1659.8394
692,759.012
693,4974.1918
694,1707.777
695,7488.9184
696,2488.7604
697,2816.334
698,2954.1546
699,761.0094
700,593.2278
701,1298.31
702,1150.5024
703,3072.667
704,3259.7568
705,2756.412
706,2930.1858
707,97.2068
708,1544.656
709,3165.879
710,1619.2256
711,387.4956
712,415.4592
713,226.372
714,1267.6832
715,1593.9252
716,585.904
717,3745.125
718,1810.976
719,2358.2636
720,145.8102
721,554.6114
722,3499.4448
723,1780.3492
724,2566.659
725,1230.3984
726,918.804
727,3079.9908
728,744.3644
729,716.4008
730,5113.344
731,886.8456
732,1039.9796
733,4554.072
734,1807.647
735,2665.8632
736,1751.054
737,2626.581
738,1470.0864
739,4362.3216
740,4476.1734
741,2241.0828
742,4733.838
743,258.3304
744,3174.5344
745,2924.8594
746,960.7494
747,539.298
748,2041.3428
749,996.0368
750,1757.712
751,1842.9344
752,3435.528
753,1402.1748
754,7833.8028
755,1221.0772
756,669.129
757,1061.951
758,2874.9244
759,4592.0226
760,419.454
761,5163.9448
762,323.5788
763,1265.02
764,622.523
765,1125.202
766,5198.5664
767,379.506
768,2432.8332
769,1657.842
770,3006.087
771,2287.023
772,1687.1372
773,3237.1196
774,2746.425
775,1331.6
776,607.8754
777,857.5504
778,4287.752
779,1773.6912
780,597.2226
781,441.4254
782,1431.47
783,2860.2768
784,3364.9532
785,1757.712
786,966.7416
787,1958.1178
788,129.1652
789,365.5242
790,1783.6782
791,2790.3678
792,2328.3026
793,2822.992
794,2045.3376
795,505.3422
796,3095.97
797,5141.3076
798,808.947
799,2665.8632
800,2588.6304
801,1108.557
802,1304.968
803,331.5684
804,3235.788
805,3089.312
806,3355.632
807,2037.348
808,1867.569
809,898.83
810,7759.899
811,2848.2924
812,2868.9322
813,3617.9572
814,5243.8408
815,2109.2544
816,721.0614
817,1203.1006
818,1868.2348
819,322.2472
820,3942.8676
821,3195.84
822,3338.3212
823,4086.0146
824,1856.2504
825,1380.8692
826,1267.0174
827,5182.5872
828,147.1418
829,58.5904
830,5367.6796
831,1358.232
832,5976.2208
833,2251.7356
834,181.7634
835,5443.5808
836,1547.3192
837,145.8102
838,5063.409
839,3067.3406
840,2857.6136
841,1406.1696
842,178.4344
843,1470.0864
844,2896.23
845,6515.5188
846,996.0368
847,948.0992
848,87.2198
849,1178.466
850,565.2642
851,2137.8838
852,547.2876
853,2691.8294
854,3057.3536
855,588.5672
856,978.726
857,2356.932
858,3086.6488
859,461.3994
860,2696.49
861,1649.8524
862,126.502
863,2014.7108
864,1707.777
865,932.12
866,2157.192
867,4643.955
868,1280.9992
869,2366.919
870,886.8456
871,958.752
872,1150.5024
873,2641.8944
874,1547.985
875,619.194
876,2808.3444
877,2266.3832
878,1929.4884
879,1054.6272
880,1155.8288
881,1174.4712
882,3412.8908
883,300.9416
884,387.4956
885,2942.836
886,4098.6648
887,452.744
888,3211.8192
889,2620.5888
890,1414.1592
891,1565.9616
892,1043.9744
893,3115.944
894,729.051
895,2956.152
896,527.3136
897,1058.622
898,1320.9472
899,3047.3666
900,1725.7536
901,143.147
902,446.7518
903,585.904
904,6331.758
905,1853.5872
906,2247.075
907,33.29
908,445.4202
909,657.8104
910,223.7088
911,727.0536
912,218.3824
913,2665.8632
914,591.2304
915,2311.6576
916,7017.532
917,895.501
918,4655.2736
919,198.4084
920,451.4124
921,50.6008
922,615.1992
923,876.1928
924,2454.1388
925,251.6724
926,4102.6596
927,2696.49
928,1569.9564
929,189.753
930,3099.9648
931,743.0328
932,1611.9018
933,1215.7508
934,367.5216
935,3150.5656
936,7370.406
937,2954.8204
938,643.1628
939,89.2172
940,4940.236
941,735.709
942,1170.4764
943,1135.189
944,3823.0236
945,1549.9824
946,114.5176
947,1033.3216
948,4561.3958
949,2416.854
950,2133.2232
951,1482.7366
952,2892.2352
953,984.7182
954,745.696
955,1323.6104
956,1547.3192
957,647.1576
958,1798.9916
959,1973.4312
960,1737.738
961,1864.24
962,1516.0266
963,5060.08
964,2157.192
965,5400.9696
966,5469.547
967,174.4396
968,1278.336
969,1917.504
970,1017.3424
971,1998.7316
972,615.1992
973,314.2576
974,123.173
975,1020.6714
976,1222.4088
977,474.0496
978,1506.0396
979,762.341
980,1277.0044
981,3547.3824
982,6042.135
983,384.8324
984,1223.0746
985,2182.4924
986,1478.076
987,1418.154
988,5061.4116
989,2888.2404
990,5518.1504
991,741.0354
992,9133.4444
993,1857.582
994,2836.308
995,2982.784
996,167.7816
997,1150.5024
998,9275.9256
999,5038.1086
1000,2115.9124
1001,1885.5456
1002,703.0848
1003,2656.542
1004,713.0718
1005,1691.7978
1006,2157.192
1007,2561.9984
1008,2059.9852
1009,1334.2632
1010,10236.675
1011,692.432
1012,1488.7288
1013,6622.7126
1014,3139.9128
1015,1614.565
1016,585.904
1017,5602.707
1018,703.0848
1019,1012.6818
1020,3131.9232
1021,258.3304
1022,4027.4242
1023,352.874
1024,2418.1856
1025,2061.3168
1026,146.476
1027,4207.856
1028,830.9184
1029,145.8102
1030,1198.44
1031,87.2198
1032,1960.781
1033,2929.52
1034,2253.0672
1035,75.9012
1036,2190.482
1037,1693.7952
1038,3661.9
1039,862.8768
1040,1850.924
1041,6351.732
1042,3542.056
1043,3611.2992
1044,7152.0236
1045,6048.793
1046,2187.153
1047,759.012
1048,1451.444
1049,958.752
1050,1808.3128
1051,1099.2358
1052,1810.976
1053,2311.6576
1054,1330.2684
1055,1418.154
1056,2874.9244
1057,2345.6134
1058,3912.2408
1059,1274.3412
1060,5712.564
1061,5390.3168
1062,1160.4894
1063,5510.8266
1064,568.5932
1065,179.766
1066,143.8128
1067,2633.9048
1068,6183.9504
1069,2702.4822
1070,4843.695
1071,952.7598
1072,1985.4156
1073,2061.3168
1074,1025.332
1075,3013.4108
1076,809.6128
1077,623.1888
1078,1088.583
1079,217.0508
1080,2931.5174
1081,4555.4036
1082,490.6946
1083,1584.604
1084,782.9808
1085,5778.4782
1086,5173.266
1087,4420.912
1088,1522.0188
1089,932.12
1090,1006.6896
1091,1765.7016
1092,2503.408
1093,7296.5022
1094,2684.5056
1095,2163.1842
1096,3383.5956
1097,2241.0828
1098,3415.554
1099,5259.82
1100,1957.452
1101,5353.6978
1102,4832.3764
1103,1450.1124
1104,5350.3688
1105,2934.8464
1106,360.8636
1107,708.4112
1108,2220.443
1109,1606.5754
1110,868.869
1111,2237.088
1112,705.748
1113,1544.656
1114,6767.1912
1115,1078.596
1116,4029.4216
1117,1018.674
1118,3700.5164
1119,2024.032
1120,767.0016
1121,1482.0708
1122,593.2278
1123,1125.202
1124,1570.6222
1125,2141.2128
1126,2157.192
1127,3428.2042
1128,6872.3876
1129,1506.0396
1130,174.4396
1131,122.5072
1132,211.7244
1133,1901.5248
1134,2684.5056
1135,294.2836
1136,1139.8496
1137,1012.016
1138,1966.7732
1139,7472.2734
1140,2399.5432
1141,1637.868
1142,1350.2424
1143,3747.1224
1144,1593.9252
1145,261.6594
1146,4889.6352
1147,805.618
1148,1438.128
1149,1146.5076
1150,1171.808
1151,3038.7112
1152,2277.036
1153,2008.0528
1154,649.155
1155,4364.319
1156,1821.6288
1157,708.4112
1158,3048.6982
1159,1443.4544
1160,153.7998
1161,3129.26
1162,509.337
1163,3486.1288
1164,1341.587
1165,4819.0604
1166,759.012
1167,659.142
1168,1737.738
1169,2519.3872
1170,1537.998
1171,2250.404
1172,5704.5744
1173,2251.7356
1174,5404.9644
1175,2265.0516
1176,990.7104
1177,339.558
1178,347.5476
1179,796.2968
1180,303.6048
1181,2190.482
1182,2444.8176
1183,366.19
1184,792.302
1185,1713.7692
1186,822.263
1187,1488.063
1188,2336.958
1189,778.986
1190,1605.9096
1191,2328.3026
1192,3717.8272
1193,121.1756
1194,1571.288
1195,5351.0346
1196,1166.4816
1197,3661.9
1198,3829.0158
1199,1177.1344
1200,519.324
1201,1151.1682
1202,3383.5956
1203,2233.0932
1204,2631.2416
1205,165.1184
1206,571.2564
1207,6040.1376
1208,1358.232
1209,1238.388
1210,169.779
1211,2832.979
1212,2624.5836
1213,3257.7594
1214,1796.3284
1215,1713.7692
1216,2982.784
1217,1303.6364
1218,2897.5616
1219,918.804
1220,866.8716
1221,2884.2456
1222,221.0456
1223,1618.5598
1224,296.9468
1225,241.0196
1226,202.4032
1227,426.112
1228,2647.2208
1229,2503.408
1230,2812.3392
1231,372.848
1232,2612.5992
1233,4845.0266
1234,159.792
1235,872.198
1236,3235.788
1237,841.5712
1238,1379.5376
1239,3559.3668
1240,4244.475
1241,3415.554
1242,3115.944
1243,3769.7596
1244,1186.4556
1245,1540.6612
1246,2552.6772
1247,1619.2256
1248,829.5868
1249,1166.4816
1250,1665.8316
1251,2876.256
1252,2702.4822
1253,189.0872
1254,2956.152
1255,8132.0812
1256,1541.9928
1257,3635.268
1258,4346.3424
1259,466.06
1260,169.1132
1261,5851.0504
1262,2681.8424
1263,3828.35
1264,2373.577
1265,1096.5726
1266,2167.8448
1267,1845.5976
1268,1884.214
1269,147.8076
1270,3425.541
1271,1853.5872
1272,673.7896
1273,172.4422
1274,540.6296
1275,2732.4432
1276,1162.4868
1277,1228.401
1278,874.8612
1279,1917.504
1280,731.0484
1281,790.9704
1282,4264.449
1283,1480.0734
1284,1581.275
1285,3014.7424
1286,4965.5364
1287,438.0964
1288,282.965
1289,1834.9448
1290,1065.28
1291,4189.2136
1292,161.7894
1293,3327.6684
1294,2925.5252
1295,5382.993
1296,1571.288
1297,1427.4752
1298,2695.1584
1299,314.2576
1300,2960.1468
1301,1158.492
1302,3502.108
1303,3008.0844
1304,253.004
1305,866.8716
1306,1151.1682
1307,2768.3964
1308,3364.9532
1309,343.5528
1310,2546.685
1311,1127.8652
1312,67.9116
1313,4402.2696
1314,1901.5248
1315,739.038
1316,1413.4934
1317,2993.4368
1318,1721.093
1319,2864.2716
1320,503.3448
1321,3582.004
1322,575.2512
1323,3149.234
1324,3374.2744
1325,567.2616
1326,288.9572
1327,3358.2952
1328,3663.2316
1329,5321.0736
1330,3511.4292
1331,1744.396
1332,2536.698
1333,1957.452
1334,1911.5118
1335,4098.6648
1336,1653.8472
1337,1981.4208
1338,146.476
1339,3374.2744
1340,2380.9008
1341,1850.924
1342,5909.6408
1343,2207.127
1344,2021.3688
1345,5345.7082
1346,2931.5174
1347,1454.1072
1348,2874.9244
1349,6353.0636
1350,4567.388
1351,369.519
1352,89.883
1353,2356.932
1354,2463.46
1355,1921.4988
1356,1066.6116
1357,644.4944
1358,2428.8384
1359,2516.724
1360,965.41
1361,4563.3932
1362,2700.4848
1363,1581.9408
1364,6165.9738
1365,476.047
1366,2450.144
1367,345.5502
1368,1853.5872
1369,4471.5128
1370,1985.4156
1371,5954.2494
1372,1867.569
1373,2269.0464
1374,5426.27
1375,2518.7214
1376,958.752
1377,1151.1682
1378,2432.8332
1379,1647.855
1380,5816.4288
1381,1575.2828
1382,792.302
1383,639.168
1384,2988.1104
1385,1747.725
1386,2410.8618
1387,3691.1952
1388,1989.4104
1389,2087.283
1390,351.5424
1391,2501.4106
1392,829.5868
1393,1358.232
1394,6897.688
1395,1034.6532
1396,1964.11
1397,1946.7992
1398,1480.0734
1399,5191.2426
1400,1808.9786
1401,3395.58
1402,5201.2296
1403,768.999
1404,2348.9424
1405,1597.92
1406,2492.7552
1407,796.2968
1408,4500.808
1409,3078.6592
1410,5697.9164
1411,679.116
1412,928.791
1413,3663.2316
1414,1304.968
1415,3420.8804
1416,3844.995
1417,3761.77
1418,2768.3964
1419,4570.0512
1420,3020.0688
1421,958.752
1422,2375.5744
1423,852.224
1424,145.8102
1425,270.3148
1426,251.6724
1427,1142.5128
1428,1347.5792
1429,5366.348
1430,711.0744
1431,1661.8368
1432,3415.554
1433,1655.1788
1434,843.5686
1435,146.476
1436,1347.5792
1437,3701.1822
1438,6018.1662
1439,1885.5456
1440,2246.4092
1441,4436.8912
1442,833.5816
1443,2181.1608
1444,1491.392
1445,884.1824
1446,436.7648
1447,1323.6104
1448,141.1496
1449,2647.2208
1450,149.1392
1451,11445.102
1452,1346.2476
1453,773.6596
1454,3731.809
1455,107.8596
1456,5887.6694
1457,351.5424
1458,2826.321
1459,5954.9152
1460,2332.9632
1461,4247.804
1462,3914.904
1463,115.8492
1464,788.973
1465,1923.4962
1466,4074.696
1467,2817.6656
1468,6064.1064
1469,205.0664
1470,2863.6058
1471,2213.1192
1472,1274.3412
1473,2109.2544
1474,1593.9252
1475,2625.9152
1476,4823.721
1477,119.844
1478,540.6296
1479,4211.185
1480,4492.8184
1481,1188.453
1482,175.7712
1483,4138.6128
1484,3579.3408
1485,3848.324
1486,4960.21
1487,5383.6588
1488,2241.0828
1489,671.1264
1490,177.7686
1491,486.034
1492,2380.235
1493,201.0716
1494,651.8182
1495,3968.168
1496,4187.2162
1497,170.4448
1498,3078.6592
1499,4394.28
1500,2577.9776
1501,2628.5784
1502,222.3772
1503,1707.777
1504,1278.336
1505,5522.811
1506,4013.4424
1507,7646.0472
1508,1768.3648
1509,5626.01
1510,3078.6592
1511,3874.956
1512,1713.7692
1513,1492.7236
1514,4006.7844
1515,3368.948
1516,1245.046
1517,95.2094
1518,2388.8904
1519,575.2512
1520,3755.112
1521,1182.4608
1522,262.3252
1523,1342.2528
1524,5478.2024
1525,4629.9732
1526,1644.526
1527,1258.362
1528,729.7168
1529,2220.443
1530,3749.7856
1531,236.359
1532,2043.3402
1533,1641.8628
1534,1943.4702
1535,4923.591
1536,2554.0088
1537,2320.9788
1538,808.947
1539,1330.2684
1540,2475.4444
1541,716.4008
1542,3091.9752
1543,1605.9096
1544,78.5644
1545,3410.2276
1546,677.1186
1547,2050.664
1548,829.5868
1549,660.4736
1550,1229.0668
1551,2727.7826
1552,2330.3
1553,1304.968
1554,483.3708
1555,4153.9262
1556,187.0898
1557,3877.6192
1558,1462.0968
1559,1765.0358
1560,3554.7062
1561,167.7816
1562,446.7518
1563,3101.2964
1564,1898.8616
1565,6179.9556
1566,6668.6528
1567,1342.2528
1568,3095.97
1569,2173.1712
1570,1677.816
1571,5285.1204
1572,2804.3496
1573,1773.6912
1574,4660.6
1575,126.502
1576,171.7764
1577,1603.2464
1578,2133.2232
1579,372.848
1580,1867.569
1581,319.584
1582,4221.172
1583,1031.99
1584,1808.3128
1585,1099.9016
1586,1102.5648
1587,2696.49
1588,1235.059
1589,74.5696
1590,4950.8888
1591,435.4332
1592,2220.443
1593,3110.6176
1594,4514.124
1595,3889.6036
1596,1288.9888
1597,1733.0774
1598,1893.5352
1599,1225.072
1600,2463.46
1601,1043.9744
1602,6574.775
1603,1679.1476
1604,2404.2038
1605,972.068
1606,277.6386
1607,1904.188
1608,419.454
1609,4809.7392
1610,1787.0072
1611,2656.542
1612,6942.9624
1613,2375.5744
1614,4288.4178
1615,990.7104
1616,3511.4292
1617,549.285
1618,311.5944
1619,571.2564
1620,419.454
1621,1537.998
1622,3755.112
1623,1581.9408
1624,657.8104
1625,5528.1374
1626,2267.049
1627,718.3982
1628,7073.4592
1629,491.3604
1630,1052.6298
1631,263.6568
1632,628.5152
1633,1975.4286
1634,3861.64
1635,2816.334
1636,3131.9232
1637,4122.6336
1638,3056.022
1639,1478.076
1640,2626.581
1641,3306.3628
1642,793.6336
1643,211.7244
1644,1198.44
1645,153.7998
1646,3057.3536
1647,1537.998
1648,360.8636
1649,513.3318
1650,4257.1252
1651,7130.718
1652,109.857
1653,498.0184
1654,490.6946
1655,5522.811
1656,1657.842
1657,3455.502
1658,75.9012
1659,6771.186
1660,988.713
1661,918.804
1662,3399.5748
1663,1142.5128
1664,3560.6984
1665,2759.0752
1666,3653.9104
1667,512.666
1668,5608.6992
1669,1426.1436
1670,6201.927
1671,255.0014
1672,1078.596
1673,1024.6662
1674,1322.2788
1675,1231.73
1676,2007.387
1677,830.9184
1678,577.9144
1679,1277.0044
1680,2203.798
1681,495.3552
1682,545.2902
1683,5536.7928
1684,990.7104
1685,1474.0812
1686,2055.3246
1687,792.302
1688,649.8208
1689,1078.596
1690,1114.5492
1691,1294.3152
1692,1384.1982
1693,1869.5664
1694,992.7078
1695,2972.797
1696,2587.9646
1697,254.3356
1698,3910.9092
1699,2113.2492
1700,665.8
1701,7116.0704
1702,127.8336
1703,5326.4
1704,4677.245
1705,1845.5976
1706,6524.84
1707,3271.7412
1708,982.055
1709,85.8882
1710,6426.3016
1711,6769.8544
1712,481.3734
1713,3340.3186
1714,1058.622
1715,1491.392
1716,886.8456
1717,3795.06
1718,2490.092
1719,563.9326
1720,3129.26
1721,1230.3984
1722,3261.7542
1723,1197.7742
1724,2111.2518
1725,2055.9904
1726,1193.1136
1727,1761.7068
1728,2636.568
1729,790.9704
1730,2980.1208
1731,3419.5488
1732,834.9132
1733,3779.0808
1734,814.9392
1735,1114.5492
1736,866.8716
1737,2396.88
1738,1999.3974
1739,468.7232
1740,1342.2528
1741,218.3824
1742,614.5334
1743,1426.1436
1744,1537.998
1745,939.4438
1746,3418.883
1747,404.8064
1748,974.0654
1749,2406.867
1750,5626.01
1751,5956.9126
1752,6404.996
1753,216.385
1754,1158.492
1755,202.4032
1756,2342.9502
1757,2976.7918
1758,3131.9232
1759,108.5254
1760,4448.2098
1761,1442.1228
1762,2841.6344
1763,2876.256
1764,1001.3632
1765,982.7208
1766,3547.3824
1767,3125.931
1768,3142.576
1769,1398.18
1770,4427.57
1771,1956.1204
1772,3078.6592
1773,1018.674
1774,687.1056
1775,3787.0704
1776,2748.4224
1777,109.1912
1778,2609.936
1779,4516.7872
1780,2319.6472
1781,3629.2758
1782,2087.9488
1783,1557.972
1784,2364.9216
1785,4138.6128
1786,3171.8712
1787,2243.746
